State,County,Collection Date,Date Detected,HPAI Strain,Bird Species,WOAH Classification,Sampling Method,Submitting Agency
Wyoming,Johnson,,4/15/2022,EA/AM H5N1,Wild turkey,Wild bird,Morbidity/Mortality,WY GFD
Wyoming,Johnson,,4/15/2022,EA/AM H5N1,Wild turkey,Wild bird,Morbidity/Mortality,WY GFD
Wyoming,Johnson,,4/15/2022,EA/AM H5N1,Wild turkey,Wild bird,Morbidity/Mortality,WY GFD
Wyoming,Johnson,,4/15/2022,EA/AM H5N1,Wild turkey,Wild bird,Morbidity/Mortality,WY GFD
Wyoming,Johnson,,4/15/2022,EA/AM H5N1,Wild turkey,Wild bird,Morbidity/Mortality,WY GFD
Wyoming,Johnson,,4/15/2022,EA/AM H5N1,Wild turkey,Wild bird,Morbidity/Mortality,WY GFD
Wyoming,Johnson,,4/15/2022,EA/AM H5N1,Wild turkey,Wild bird,Morbidity/Mortality,WY GFD
Wyoming,Johnson,,4/15/2022,EA/AM H5N1,Wild turkey,Wild bird,Morbidity/Mortality,WY GFD
Wyoming,Johnson,,4/15/2022,EA/AM H5N1,Wild turkey,Wild bird,Morbidity/Mortality,WY GFD
Wyoming,Johnson,,4/15/2022,EA/AM H5N1,Black-billed magpie,Wild bird,Morbidity/Mortality,WY GFD
Washington,Stevens,4/28/2022,5/6/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,WA DFW
Pennsylvania,Crawford,3/25/2022,4/5/2022,EA H5N1,Redhead duck,Wild bird,Morbidity/Mortality,PA Game Commission
Pennsylvania,Crawford,3/25/2022,4/5/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,PA Game Commission
Pennsylvania,Franklin,4/14/2022,4/19/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,PA Game Commission
Colorado,Grand,4/27/2022,5/4/2022,EA H5N1,Turkey vulture,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Grand,4/27/2022,5/4/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Jackson,4/26/2022,5/3/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,El Paso,4/1/2022,4/8/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Routt,4/21/2022,4/26/2022,EA H5,Canada goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Adams,4/20/2022,4/26/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Morgan,4/20/2022,4/26/2022,EA H5N1,Turkey vulture,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Denver,4/11/2022,4/19/2022,EA H5N1,Great horned owl,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
North Dakota,McHenry,4/27/2022,5/5/2022,EA/AM H5N1,Turkey vulture,Wild bird,Morbidity/Mortality,NWDP
North Dakota,Towner,4/28/2022,5/5/2022,EA/AM H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
North Dakota,Towner,4/28/2022,5/5/2022,EA/AM H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
North Dakota,Towner,4/28/2022,5/5/2022,EA/AM H5N1,Ross's goose,Wild bird,Morbidity/Mortality,NWDP
North Dakota,Towner,4/28/2022,5/5/2022,EA/AM H5N1,Ross's goose,Wild bird,Morbidity/Mortality,NWDP
North Dakota,Towner,4/28/2022,5/5/2022,EA/AM H5N1,Ross's goose,Wild bird,Morbidity/Mortality,NWDP
North Dakota,Towner,4/28/2022,5/5/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
North Dakota,Towner,4/28/2022,5/5/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
North Dakota,Towner,4/28/2022,5/5/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
North Dakota,Towner,4/28/2022,5/5/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Brown,4/27/2022,5/5/2022,EA/AM H5N1,Herring gull,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Brown,4/27/2022,5/5/2022,EA/AM H5N1,Herring gull,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Brown,4/27/2022,5/5/2022,EA/AM H5N1,Herring gull,Wild bird,Morbidity/Mortality,NWDP
Minnesota,Olmsted,4/26/2022,5/5/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Minnesota,Olmsted,4/26/2022,5/5/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Minnesota,Olmsted,4/26/2022,5/5/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Minnesota,Carlton,4/26/2022,5/5/2022,EA/AM H5N1,Hooded merganser,Wild bird,Morbidity/Mortality,NWDP
Illinois,Lake,4/25/2022,5/5/2022,EA H5,Great horned owl,Wild bird,Morbidity/Mortality,NWDP
Minnesota,Roseau,4/26/2022,5/5/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NWDP
Minnesota,Mille Lacs,4/28/2022,5/5/2022,EA/AM H5N1,Wood duck,Wild bird,Morbidity/Mortality,NWDP
North Dakota,Cass,4/27/2022,5/5/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NWDP
Illinois,Lake,4/26/2022,5/5/2022,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,NWDP
Illinois,Cook,4/26/2022,5/5/2022,EA/AM H5N1,Mallard,Wild bird,Agency harvest,NWDP
Minnesota,Watonwan,4/28/2022,5/5/2022,EA/AM H5N1,Turkey vulture,Wild bird,Morbidity/Mortality,NWDP
Minnesota,Wadena,4/27/2022,5/5/2022,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,NWDP
Minnesota,Brown,4/27/2022,5/5/2022,EA H5N1,Hooded merganser,Wild bird,Morbidity/Mortality,NWDP
Illinois,Lake,4/25/2022,5/5/2022,EA/AM H5N1,American white pelican,Wild bird,Morbidity/Mortality,NWDP
Minnesota,St. Louis,4/25/2022,5/5/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NWDP
Minnesota,Hubbard,4/26/2022,5/5/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NWDP
Illinois,Peoria,4/28/2022,5/5/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NWDP
North Dakota,Slope,5/2/2022,5/9/2022,EA H5N1,Sharp-shinned hawk,Wild bird,Morbidity/Mortality,NWDP
North Dakota,Stutsman,5/2/2022,5/9/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,NWDP
North Dakota,Stutsman,5/2/2022,5/9/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,NWDP
North Dakota,Stutsman,5/2/2022,5/9/2022,EA/AM H5N1,Northern harrier,Wild bird,Morbidity/Mortality,NWDP
Ohio,Cuyahoga,4/21/2022,5/4/2022,EA H5N1,Peregrine Falcon,Wild bird,Morbidity/Mortality,OH DNR/NPS
Alaska,Aleutians West,4/21/2022,5/2/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,AK DFG/USFWS
Wisconsin,Winnebago,4/21/2022,5/6/2022,EA/AM H5N1,American white pelican,Wild bird,Morbidity/Mortality,WI DNR/USGS
Montana,Yellowstone,4/12/2022,4/28/2022,EA/AM H5N1,Wild turkey,Wild bird,Morbidity/Mortality,MT FWP/USGS
Montana,Yellowstone,4/12/2022,4/28/2022,EA/AM H5N1,Wild turkey,Wild bird,Morbidity/Mortality,MT FWP/USGS
Minnesota,Wilkin,3/28/2022,4/7/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,MN DNR/USGS
Minnesota,Wilkin,3/28/2022,4/7/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,MN DNR/USGS
Montana,Teton,4/9/2022,4/21/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,MT FWP/USGS
Wyoming,Sheridan,4/30/2022,5/13/2022,EA H5N1,Great horned owl,Wild bird,Morbidity/Mortality,WY GFD
Alaska,Anchorage Borough,5/5/2022,5/13/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,AK DFG/USFWS
Alaska,Anchorage Borough,5/4/2022,5/13/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,AK DFG/USFWS
Alaska,Anchorage Borough,5/4/2022,5/13/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,AK DFG/USFWS
New York,Monroe,5/7/2022,5/13/2022,EA H5N1,Peregrine Falcon,Wild bird,Morbidity/Mortality,NY DEC
Nebraska,Lancaster,4/4/2022,4/8/2022,EA/AM H5N1,Pelican (unidentified),Wild bird,Morbidity/Mortality,NE Dept of Ag
Wyoming,Johnson,4/12/2022,4/15/2022,EA H5N1,Wild turkey,Wild bird,Morbidity/Mortality,WY GFD
Wyoming,Johnson,4/12/2022,4/15/2022,EA H5N1,Wild turkey,Wild bird,Morbidity/Mortality,WY GFD
Michigan,Oakland,4/11/2022,4/19/2022,EA H5N1,Wood duck,Wild bird,Morbidity/Mortality,MI DNR
Michigan,Gladwin,4/11/2022,4/19/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,MI DNR
Michigan,Bay,4/11/2022,4/19/2022,EA H5N1,Hooded merganser,Wild bird,Morbidity/Mortality,MI DNR
Michigan,Bay,4/11/2022,4/19/2022,EA H5N1,Herring gull,Wild bird,Morbidity/Mortality,MI DNR
Michigan,Bay,4/11/2022,4/19/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,MI DNR
Michigan,Saginaw,4/11/2022,4/19/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,MI DNR
Michigan,Shiawassee,4/11/2022,4/19/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,MI DNR
Michigan,Bay,4/11/2022,4/19/2022,EA H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,MI DNR
Michigan,Bay,4/11/2022,4/19/2022,EA H5N1,Trumpeter swan,Wild bird,Morbidity/Mortality,MI DNR
Michigan,Tuscola,4/11/2022,4/19/2022,EA H5N1,Tundra swan,Wild bird,Morbidity/Mortality,MI DNR
Michigan,Bay,4/11/2022,4/19/2022,EA H5N1,Mute swan,Wild bird,Morbidity/Mortality,MI DNR
Michigan,Oakland,4/11/2022,4/19/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,MI DNR
Florida,Duval,4/8/2022,4/19/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Wyoming,Park,4/13/2022,4/19/2022,EA H5N1,Great horned owl,Wild bird,Morbidity/Mortality,WY GFD
Wyoming,Park,5/10/2022,5/13/2022,EA/AM H5N1,Peregrine falcon,Wild bird,Morbidity/Mortality,WY GFD
Montana,Fergus,4/28/2022,5/6/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,MT FWP
Montana,Cascade,4/28/2022,5/6/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,MT FWP
Montana,Gallatin,4/28/2022,5/6/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,MT FWP
Montana,Gallatin,4/28/2022,5/6/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,MT FWP
Montana,Broadwater,4/28/2022,5/6/2022,EA H5N1,Great horned owl,Wild bird,Morbidity/Mortality,MT FWP
Montana,Cascade,4/28/2022,5/6/2022,EA H5N1,Great horned owl,Wild bird,Morbidity/Mortality,MT FWP
Montana,Broadwater,4/28/2022,5/6/2022,EA H5N1,Great horned owl,Wild bird,Morbidity/Mortality,MT FWP
Idaho,Bonneville,4/15/2022,5/11/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,ID Fish and Game/USGS
Idaho,Bonneville,4/15/2022,5/11/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,ID Fish and Game/USGS
Idaho,Canyon,3/30/2022,5/13/2022,EA H5,Snow goose,Wild bird,Morbidity/Mortality,ID Fish and Game/USGS
Idaho,Custer,4/18/2022,5/9/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,ID Fish and Game/USGS
Idaho,Twin Falls,4/10/2022,5/11/2022,EA/AM H5N1,American white pelican,Wild bird,Morbidity/Mortality,ID Fish and Game/USGS
Idaho,Twin Falls,4/10/2022,5/11/2022,EA/AM H5N1,American white pelican,Wild bird,Morbidity/Mortality,ID Fish and Game/USGS
Massachusetts,Barnstable,3/4/2022,4/15/2022,EA H5N1,Sanderling,Wild bird,Morbidity/Mortality,MA DFW/USGS
Minnesota,St. Louis,5/1/2022,5/12/2022,EA/AM H5N1,Hooded merganser,Wild bird,Morbidity/Mortality,USGS
Missouri,Chariton,3/8/2022,4/15/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation/USFWS/USGS
Wisconsin,Barron,4/21/2022,5/12/2022,EA/AM H5N1,American crow,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Buffalo,4/22/2022,5/12/2022,EA/AM H5N1,American white pelican,Wild bird,Morbidity/Mortality,WI DNR/USFWS/USGS
Wisconsin,Winnebago,4/21/2022,5/12/2022,EA/AM H5N1,Turkey vulture,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,St. Croix,4/21/2022,5/12/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Florence,4/21/2022,5/12/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Winnebago,4/22/2022,5/12/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Winnebago,4/22/2022,5/12/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Winnebago,4/22/2022,5/12/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Winnebago,4/22/2022,5/12/2022,EA/AM H5N1,Herring gull,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Door,4/21/2022,5/12/2022,EA/AM H5N1,Herring gull,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Washburn,4/10/2022,5/12/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Polk,4/22/2022,5/12/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Barron,4/22/2022,5/12/2022,EA/AM H5N1,Wood duck,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Barron,4/22/2022,5/12/2022,EA/AM H5N1,Wood duck,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Washburn,4/14/2022,5/12/2022,EA/AM H5N1,Wood duck,Wild bird,Morbidity/Mortality,NWDP
North Dakota,Bottineau,5/5/2022,5/13/2022,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,NWDP
North Dakota,Stutsman,5/5/2022,5/13/2022,EA/AM H5N1,Sharp-shinned hawk,Wild bird,Morbidity/Mortality,NWDP
North Dakota,Bottineau,5/5/2022,5/13/2022,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,NWDP
North Dakota,Stutsman,5/5/2022,5/13/2022,EA/AM H5N1,American crow,Wild bird,Morbidity/Mortality,NWDP
North Dakota,Stutsman,5/5/2022,5/13/2022,EA/AM H5N1,American crow,Wild bird,Morbidity/Mortality,NWDP
North Dakota,Stutsman,5/5/2022,5/13/2022,EA/AM H5N1,Cooper's hawk,Wild bird,Morbidity/Mortality,NWDP
North Dakota,Bottineau,5/5/2022,5/13/2022,EA H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,NWDP
North Dakota,Bottineau,5/5/2022,5/13/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,NWDP
Minnesota,Aitkin,5/2/2022,5/13/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NWDP
Minnesota,Crow Wing,5/2/2022,5/13/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NWDP
Minnesota,Aitkin,5/2/2022,5/13/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NWDP
Minnesota,Crow Wing,5/2/2022,5/13/2022,EA/AM H5N1,Wood duck,Wild bird,Morbidity/Mortality,NWDP
Minnesota,Crow Wing,5/2/2022,5/13/2022,EA/AM H5N1,American white pelican,Wild bird,Morbidity/Mortality,NWDP
Minnesota,Clay,5/3/2022,5/13/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,NWDP
North Dakota,Burleigh,5/5/2022,5/13/2022,EA/AM H5N1,Turkey vulture,Wild bird,Morbidity/Mortality,NWDP
Minnesota,Freeborn,5/5/2022,5/13/2022,EA/AM H5N1,Barred owl,Wild bird,Morbidity/Mortality,NWDP
Minnesota,Steele,5/5/2022,5/13/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,NWDP
Minnesota,Steele,5/5/2022,5/13/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,NWDP
Minnesota,Polk,5/4/2022,5/13/2022,EA H5N1,Turkey vulture,Wild bird,Morbidity/Mortality,NWDP
Minnesota,Polk,5/4/2022,5/13/2022,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,NWDP
Minnesota,Red Lake,5/4/2022,5/13/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,NWDP
Minnesota,Nobles,5/3/2022,5/13/2022,EA H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,NWDP
North Dakota,Stark,5/5/2022,5/13/2022,EA H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,NWDP
North Dakota,Burleigh,5/3/2022,5/13/2022,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,NWDP
Minnesota,Winona,5/5/2022,5/13/2022,EA H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,NWDP
Minnesota,Winona,5/5/2022,5/13/2022,EA H5N1,American crow,Wild bird,Morbidity/Mortality,NWDP
Minnesota,Winona,5/5/2022,5/13/2022,EA/AM H5N1,Wood duck,Wild bird,Morbidity/Mortality,NWDP
Minnesota,Murray,5/3/2022,5/13/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Price,4/21/2022,5/13/2022,EA/AM H5N1,Common raven,Wild bird,Morbidity/Mortality,NWDP
Washington,Pierce,5/3/2022,5/13/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,Nisqually Tribe/USGS
Wisconsin,Douglas,4/21/2022,5/12/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,NWDP
Wyoming,Fremont,4/13/2022,4/19/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,WY GFD
Wisconsin,Manitowoc,4/13/2022,5/12/2022,EA H5N1,Ruddy duck,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Columbia,4/25/2022,5/12/2022,EA/AM H5N1,American crow,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Dane,4/25/2022,5/12/2022,EA/AM H5N1,American white pelican,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Fond du Lac,4/24/2022,5/12/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,NWDP
Wyoming,Albany,4/13/2022,4/19/2022,EA/AM H5N1,Turkey vulture,Wild bird,Morbidity/Mortality,WY GFD
Nebraska,Lancaster,4/19/2022,4/21/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NE Dept of Ag
Nebraska,Douglas,4/19/2022,4/22/2022,EA/AM H5N1,Peregrine falcon,Wild bird,Morbidity/Mortality,NE Dept of Ag
Washington,Grant,4/19/2022,4/25/2022,EA H5,Snow goose,Wild bird,Morbidity/Mortality,WA DFW
Washington,Grant,4/19/2022,4/25/2022,EA H5,Snow goose,Wild bird,Morbidity/Mortality,WA DFW
North Dakota,Dickey,4/9/2022,4/28/2022,EA H5N1,Hawk (unidentified),Wild bird,Morbidity/Mortality,ND Game and Fish
New York,Livingston,4/29/2022,5/5/2022,EA/AM H5N1,Turkey vulture,Wild bird,Morbidity/Mortality,NY DEC
New York,Livingston,4/29/2022,5/5/2022,EA/AM H5N1,Turkey vulture,Wild bird,Morbidity/Mortality,NY DEC
New York,Monroe,4/29/2022,5/5/2022,EA H5,Turkey vulture,Wild bird,Morbidity/Mortality,NY DEC
Florida,Okaloosa,4/29/2022,5/5/2022,EA H5,Mallard,Wild bird,Morbidity/Mortality,FL FWCC
Wisconsin,Rusk,4/22/2022,5/12/2022,EA H5N1,Great horned owl,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Rusk,4/24/2022,5/12/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Langlade,4/19/2022,5/12/2022,EA/AM H5N1,Wood duck,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Chippewa,4/18/2022,5/12/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Burnett,4/15/2022,5/12/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Fond du Lac,4/28/2022,5/12/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Fond du Lac,4/28/2022,5/12/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Waupaca,4/27/2022,5/12/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Sheboygan,4/27/2022,5/12/2022,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Brown,4/26/2022,5/12/2022,EA H5N1,Wood duck,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Clark,4/27/2022,5/18/2022,EA/AM H5N1,Hooded merganser,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Barron,4/27/2022,5/18/2022,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Polk,4/27/2022,5/18/2022,EA/AM H5N1,American crow,Wild bird,Morbidity/Mortality,NWDP
South Dakota,McPherson,5/3/2022,5/18/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Portage,4/28/2022,5/18/2022,EA/AM H5N1,American crow,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Wood,4/28/2022,5/18/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Clark,4/28/2022,5/18/2022,EA H5N1,American white pelican,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Clark,4/29/2022,5/19/2022,EA/AM H5N1,American crow,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Buffalo,5/1/2022,5/19/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Lafayette,5/1/2022,5/19/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Eau Claire,5/2/2022,5/19/2022,EA/AM H5N1,Wood duck,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Green Lake,5/3/2022,5/19/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Marquette,5/4/2022,5/19/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Rock,5/10/2022,5/19/2022,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,NWDP
Utah,Utah,5/13/2022,5/18/2022,EA H5N1,Owl (unidentified),Wild bird,Morbidity/Mortality,UT DWR
Utah,Utah,5/13/2022,5/18/2022,EA H5N1,Owl (unidentified),Wild bird,Morbidity/Mortality,UT DWR
Texas,Bosque,4/28/2022,5/6/2022,EA H5,Bald eagle,Wild bird,Morbidity/Mortality,TX PWD
Florida,Alachua,4/28/2022,5/5/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,FL FWCC
Florida,Duval,4/21/2022,5/5/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Duval,4/21/2022,5/5/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Michigan,Saginaw,4/27/2022,5/5/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,MI DNR
Michigan,Arenac,4/27/2022,5/5/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,MI DNR
Michigan,Alpena,4/25/2022,5/5/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,MI DNR
Michigan,Cheboygan,4/25/2022,5/5/2022,EA H5,Bald eagle,Wild bird,Morbidity/Mortality,MI DNR
Michigan,Wexford,4/26/2022,5/5/2022,EA H5,Lesser scaup,Wild bird,Morbidity/Mortality,MI DNR
Michigan,Alpena,4/28/2022,5/5/2022,EA H5N1,Herring gull,Wild bird,Morbidity/Mortality,MI DNR
Michigan,Grand Traverse,4/28/2022,5/5/2022,EA H5,Barred owl,Wild bird,Morbidity/Mortality,MI DNR
Michigan,Saginaw,4/28/2022,5/5/2022,EA H5N1,Red-shouldered hawk,Wild bird,Morbidity/Mortality,MI DNR
Michigan,Saginaw,4/28/2022,5/5/2022,EA H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,MI DNR
Michigan,Gladwin,4/28/2022,5/5/2022,EA H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,MI DNR
Nebraska,Lancaster,4/29/2022,5/5/2022,EA/AM H5N1,Peregrine falcon,Wild bird,Morbidity/Mortality,NE Dept of Ag
Nebraska,Sarpy,5/2/2022,5/6/2022,EA/AM H5N1,Turkey vulture,Wild bird,Morbidity/Mortality,NE Dept of Ag
Wyoming,Natrona,5/2/2022,5/6/2022,EA H5N1,Great horned owl,Wild bird,Morbidity/Mortality,WY GFD
New York,Albany,4/18/2022,5/6/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,NY DEC
New York,Schoharie,4/28/2022,5/6/2022,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,NY DEC
New York,Schenectady,4/28/2022,5/6/2022,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,NY DEC
New York,Cattaraugus,4/27/2022,5/6/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NY DEC
Alaska,Aleutians West,4/27/2022,5/6/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,AK DFG/USFWS
Alaska,Aleutians West,4/28/2022,5/6/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,AK DFG/USFWS
Alaska,Anchorage,4/29/2022,5/6/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,AK DFG/USFWS
Florida,Duval,4/6/2022,4/14/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
South Dakota,Beadle,5/2/2022,5/9/2022,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,SD GFP
Michigan,Manistee,5/2/2022,5/9/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,MI DNR
